sample_idx,family_curve,allow_curve_fallback_curve,vehicle_name,brand,series,brand_series,grade,years,mileage_wan,city,actual_price,price_seg,age_seg,energy_type,mileage_bucket,price_extreme_bucket,success_curve,error_message_curve,new_price_curve,predicted_price_curve,residual_rate_curve,c2b_low_curve,c2b_high_curve,b2b_low_curve,b2b_high_curve,hit_c2b_curve,hit_b2b_curve,abs_error_curve,abs_pct_error_curve,debug_model_used_curve,debug_model_name_curve,debug_model_type_curve,debug_model_family_curve,debug_final_model_family_curve,debug_requested_model_family_curve,debug_fallback_triggered_curve,debug_fallback_reason_curve,family_lightgbm,allow_curve_fallback_lightgbm,success_lightgbm,error_message_lightgbm,new_price_lightgbm,predicted_price_lightgbm,residual_rate_lightgbm,c2b_low_lightgbm,c2b_high_lightgbm,b2b_low_lightgbm,b2b_high_lightgbm,hit_c2b_lightgbm,hit_b2b_lightgbm,abs_error_lightgbm,abs_pct_error_lightgbm,debug_model_used_lightgbm,debug_model_name_lightgbm,debug_model_type_lightgbm,debug_model_family_lightgbm,debug_final_model_family_lightgbm,debug_requested_model_family_lightgbm,debug_fallback_triggered_lightgbm,debug_fallback_reason_lightgbm
143,curve,True,"中升车源
丰田/汉兰达/2015款 2.0T 自动 豪华版7座四驱","中升车源
丰田",汉兰达,"中升车源
丰田-汉兰达",差,10.0,15.9259,郑州,8.05,5-10万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
144,curve,True,哈弗/哈弗H1/2015款 1.5 自动 豪华型,哈弗,哈弗H1,哈弗-哈弗H1,中,10.58,7.6284,吉林,0.9,<1万,>10年,燃油,低里程,极端低价,True,,6.89,1.12,0.1627,0.91,1.12,0.97,1.27,False,False,0.22000000000000008,24.444444444444454,car_type,SUV-小型车-国产,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,6.89,1.09,0.1586,0.88,1.08,0.94,1.24,True,False,0.19000000000000006,21.111111111111118,car_type,SUV-小型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
145,curve,True,比亚迪/汉L/2025款 DM-p 四驱激光雷达旗舰型,比亚迪,汉L,比亚迪-汉L,优,0.83,0.6895,广州,16.0,10-20万,0-3年,燃油,低里程,极端高价,True,,16.58,9.08,0.5479,9.13,9.86,9.5,10.26,False,False,6.92,43.25,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,16.58,8.99,0.5419,9.03,9.75,9.39,10.15,False,False,7.01,43.8125,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
146,curve,True,奥迪/A6L/2008款 2.4 自动 技术型,奥迪,A6L,奥迪-A6L,差,17.42,15.6486,长春,1.28,1-3万,>10年,燃油,高里程,中间价,True,,85.33,2.97,0.0348,2.21,2.67,2.32,2.86,False,False,1.6900000000000002,132.03125,car_type,轿车-中大型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,85.33,0.0,0.0,-0.09,-0.1,-0.2,0.2,False,False,1.28,,car_type,轿车-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
147,curve,True,马自达/马3星骋三厢/2011款 1.6 自动 舒适型,马自达,马3星骋三厢,马自达-马3星骋三厢,差,11.92,7.3042,无锡,1.33,1-3万,>10年,燃油,低里程,中间价,True,,12.28,1.4,0.1137,0.99,1.21,1.05,1.39,False,True,0.06999999999999984,5.26315789473683,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,12.28,1.28,0.1044,0.9,1.1,0.97,1.27,False,False,0.050000000000000044,3.7593984962406046,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
148,curve,True,"中升车源
福特/福克斯两厢/2018款 1.6 自动 风尚型智行版","中升车源
福特",福克斯两厢,"中升车源
福特-福克斯两厢",差,7.42,10.8942,南京,2.76,1-3万,5-8年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
149,curve,True,北京汽车/绅宝D50/2018款 1.5 手动 尊贵智驾版,北京汽车,绅宝D50,北京汽车-绅宝D50,优,6.75,7.7212,商丘,0.91,<1万,5-8年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
150,curve,True,广汽传祺/传祺GS4/2017款 1.5T 自动 235T豪华智联版前驱,广汽传祺,传祺GS4,广汽传祺-传祺GS4,中,9.08,9.1359,东莞,2.08,1-3万,8-10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
151,curve,True,江汽集团/瑞风S3/2017款 1.5 手动 豪华型,江汽集团,瑞风S3,江汽集团-瑞风S3,中,8.67,8.9607,东莞,0.62,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
152,curve,True,东风风行/风行SX6/2016款 1.6 手动 豪华型,东风风行,风行SX6,东风风行-风行SX6,中,9.0,1.9797,汕头,0.81,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
153,curve,True,长安/逸动/2015款 1.6 手动 豪华型 国V,长安,逸动,长安-逸动,中,9.58,3.14,哈尔滨,0.72,<1万,8-10年,燃油,低里程,极端低价,True,,8.79,0.64,0.0724,0.47,0.58,0.44,0.84,False,True,0.07999999999999996,11.111111111111107,brand_series,长安-逸动,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,8.79,0.61,0.0693,0.45,0.55,0.41,0.81,False,True,0.10999999999999999,15.277777777777777,brand_series,长安-逸动,LightGBM,lightgbm,lightgbm,lightgbm,False,
154,curve,True,奔驰/威霆/2023款 2.0T 自动 精英版 7座,奔驰,威霆,奔驰-威霆,优,2.08,0.5697,北京,20.83,>20万,0-3年,燃油,低里程,极端高价,True,,48.41,24.71,0.5104,27.35,29.38,25.8,27.67,False,False,3.8800000000000026,18.626980316850712,car_type,轿车-中大型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,48.41,24.53,0.5067,27.1,29.1,25.61,27.47,False,False,3.700000000000003,17.76284205472877,car_type,轿车-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
155,curve,True,大众/途锐/2011款 3.0T 自动 豪华型 (进口),大众,途锐,大众-途锐,中,10.83,13.1469,长沙,9.0,5-10万,>10年,燃油,高里程,中间价,True,,14.68,2.23,0.1516,1.89,2.31,2.0,2.44,False,False,6.77,75.22222222222221,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,14.68,1.94,0.1323,1.64,2.01,1.71,2.17,False,False,7.0600000000000005,78.44444444444446,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
156,curve,True,哈弗/哈弗H6 Coupe/2015款 蓝标 2.0T 自动 两驱尊贵型,哈弗,哈弗H6 Coupe,哈弗-哈弗H6 Coupe,中,9.5,17.8889,温州,1.48,1-3万,8-10年,燃油,高里程,中间价,True,,14.98,1.74,0.1161,1.46,1.79,1.53,1.95,True,False,0.26,17.56756756756757,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,14.98,1.14,0.0764,0.93,1.14,0.99,1.29,False,False,0.3400000000000001,22.97297297297298,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
157,curve,True,宝马/X6M/2010款 4.4T 自动 (进口),宝马,X6M,宝马-X6M,优,15.0,12.1776,日照,5.27,5-10万,>10年,燃油,高里程,中间价,True,,46.86,2.1,0.0448,2.08,2.29,2.13,2.47,False,False,3.1699999999999995,60.15180265654648,car_type,轿车-中大型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,46.86,1.3,0.0278,1.26,1.38,1.27,1.59,False,False,3.9699999999999998,75.33206831119544,car_type,轿车-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
158,curve,True,日产/LANNIA 蓝鸟/2019款 1.6 自动 智联智酷版 国V,日产,LANNIA 蓝鸟,日产-LANNIA 蓝鸟,优,6.0,6.77,武汉,2.98,1-3万,5-8年,燃油,低里程,中间价,True,,13.19,3.72,0.2823,3.74,4.09,3.91,4.27,False,False,0.7400000000000002,24.83221476510068,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,13.19,3.71,0.2813,3.73,4.08,3.89,4.26,False,False,0.73,24.496644295302016,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
159,curve,True,大众/途岳/2019款 1.4T 自动 280TSI风尚版前驱 国VI,大众,途岳,大众-途岳,中,6.08,9.0524,杭州,5.78,5-10万,5-8年,燃油,低里程,中间价,True,,16.98,5.13,0.3024,4.48,5.36,4.67,5.58,False,False,0.6500000000000004,11.245674740484436,brand_series,大众-途岳,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.98,5.09,0.2999,4.44,5.32,4.63,5.54,False,False,0.6900000000000004,11.937716262975785,brand_series,大众-途岳,LightGBM,lightgbm,lightgbm,lightgbm,False,
160,curve,True,大众/速腾/2017款 1.4T 自动 230TSI舒适型,大众,速腾,大众-速腾,中,8.42,10.1094,深圳,3.41,3-5万,8-10年,燃油,低里程,中间价,True,,16.28,3.74,0.2296,3.24,3.91,3.38,4.08,True,True,0.33000000000000007,9.67741935483871,brand_series,大众-速腾,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.28,3.39,0.2083,2.93,3.55,3.06,3.7,True,True,0.020000000000000018,0.5865102639296192,brand_series,大众-速腾,LightGBM,lightgbm,lightgbm,lightgbm,False,
161,curve,True,起亚/K3S/2014款 1.6 自动 DLX,起亚,K3S,起亚-K3S,中,10.92,3.7441,南京,2.59,1-3万,>10年,燃油,低里程,中间价,True,,12.48,1.69,0.1355,1.42,1.73,1.49,1.89,False,False,0.8999999999999999,34.74903474903475,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,12.48,1.76,0.1408,1.48,1.81,1.55,1.97,False,False,0.8299999999999998,32.04633204633204,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
162,curve,True,"中升车源
双龙/享御/2011款 2.0T 自动 精英导航版四驱 柴油 (进口)","中升车源
双龙",享御,"中升车源
双龙-享御",差,13.25,17.6009,重庆,1.24,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
163,curve,True,WEY/VV5/2017款 2.0T 自动 旗舰型,WEY,VV5,WEY-VV5,中,7.92,8.2684,上海,2.48,1-3万,5-8年,燃油,低里程,中间价,True,,16.3,3.03,0.186,2.61,3.17,2.74,3.32,False,False,0.5499999999999998,22.177419354838705,brand_series,WEY-VV5,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.3,3.05,0.1874,2.63,3.19,2.76,3.34,False,False,0.5699999999999998,22.98387096774193,brand_series,WEY-VV5,LightGBM,lightgbm,lightgbm,lightgbm,False,
164,curve,True,大众/高尔夫/2016款 1.4T 自动 230TSI 舒适型,大众,高尔夫,大众-高尔夫,差,10.08,11.5042,保定,3.36,3-5万,>10年,燃油,高里程,中间价,True,,15.49,3.36,0.2166,2.51,3.02,2.62,3.16,False,False,0.0,0.0,brand_series,大众-高尔夫,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,15.49,3.33,0.2149,2.49,3.0,2.6,3.13,False,False,0.029999999999999805,0.8928571428571371,brand_series,大众-高尔夫,LightGBM,lightgbm,lightgbm,lightgbm,False,
165,curve,True,"中升车源
日产/轩逸/2021款 1.6 自动 XL悦享版","中升车源
日产",轩逸,"中升车源
日产-轩逸",中,4.58,3.105,淮安,6.02,5-10万,3-5年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
166,curve,True,"中升车源
比亚迪/S7/2016款 2.0T 自动 尊贵型Plus","中升车源
比亚迪",S7,"中升车源
比亚迪-S7",中,9.08,5.7906,杭州,0.66,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
167,curve,True,大众/POLO两厢/2018款 1.5 自动 安享型,大众,POLO两厢,大众-POLO两厢,中,6.83,4.0486,成都,3.47,3-5万,5-8年,燃油,低里程,中间价,True,,10.39,3.45,0.3318,2.98,3.6,3.11,3.76,True,True,0.020000000000000018,0.5763688760806921,car_type,轿车-小型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,10.39,2.94,0.283,2.53,3.07,2.65,3.22,False,False,0.5300000000000002,15.273775216138336,car_type,轿车-小型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
168,curve,True,名爵/MG6/2019款 1.5T 自动 20T运动版,名爵,MG6,名爵-MG6,中,6.08,3.8952,中山,2.52,1-3万,5-8年,燃油,低里程,中间价,True,,13.98,3.38,0.2418,2.92,3.53,3.05,3.69,False,False,0.8599999999999999,34.12698412698412,car_type,轿车-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,13.98,3.4,0.2433,2.94,3.56,3.07,3.72,False,False,0.8799999999999999,34.92063492063492,car_type,轿车-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
169,curve,True,五菱汽车/五菱宏光V/2019款 1.5 手动 劲享版LAR 国VI,五菱汽车,五菱宏光V,五菱汽车-五菱宏光V,中,5.5,15.5843,杭州,2.07,1-3万,5-8年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
170,curve,True,丰田/凯美瑞/2018款 2.5 自动 HG豪华版 混动,丰田,凯美瑞,丰田-凯美瑞,中,7.0,9.7368,沈阳,6.12,5-10万,5-8年,新能源,低里程,中间价,True,,21.98,7.92,0.3601,6.97,8.21,7.25,8.55,False,False,1.7999999999999998,29.411764705882348,brand_series,丰田-凯美瑞,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,21.98,7.93,0.3606,6.97,8.22,7.26,8.56,False,False,1.8099999999999996,29.575163398692805,brand_series,丰田-凯美瑞,LightGBM,lightgbm,lightgbm,lightgbm,False,
171,curve,True,日产/天籁/2021款 2.0 自动 XL 舒适版,日产,天籁,日产-天籁,中,4.92,13.7914,青岛,6.3,5-10万,3-5年,燃油,高里程,中间价,True,,19.98,6.05,0.3026,5.29,6.3,5.51,6.56,True,True,0.25,3.968253968253968,brand_series,日产-天籁,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,19.98,6.04,0.3022,5.28,6.29,5.5,6.55,False,True,0.2599999999999998,4.126984126984123,brand_series,日产-天籁,LightGBM,lightgbm,lightgbm,lightgbm,False,
172,curve,True,起亚/KX3/2015款 1.6T 自动 DLX前驱,起亚,KX3,起亚-KX3,中,9.33,14.8432,北京,2.5,1-3万,8-10年,燃油,高里程,中间价,True,,8.59,1.91,0.2225,1.61,1.97,1.68,2.14,False,False,0.5900000000000001,23.600000000000005,car_type,轿车-小型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,8.59,1.99,0.2322,1.69,2.06,1.75,2.23,False,False,0.51,20.400000000000002,car_type,轿车-小型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
173,curve,True,奔腾/B50/2016款 1.6 自动 豪华型,奔腾,B50,奔腾-B50,差,9.25,3.666,盘锦,1.0,1-3万,8-10年,燃油,低里程,中间价,True,,9.58,0.65,0.068,0.41,0.51,0.37,0.77,False,False,0.35,35.0,brand_series,奔腾-B50,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,9.58,0.79,0.0823,0.52,0.64,0.49,0.89,False,False,0.20999999999999996,20.999999999999996,brand_series,奔腾-B50,LightGBM,lightgbm,lightgbm,lightgbm,False,
174,curve,True,领克/领克08 EM-P/2025款 120km 长续航Pro,领克,领克08 EM-P,领克-领克08 EM-P,中,0.83,0.4603,曲靖,8.3,5-10万,0-3年,燃油,低里程,中间价,True,,13.26,8.08,0.6093,7.11,8.38,7.41,8.72,True,True,0.22000000000000064,2.650602409638562,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,13.26,8.19,0.6176,7.21,8.49,7.51,8.84,True,True,0.11000000000000121,1.3253012048192914,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
175,curve,True,"中升车源
丰田/卡罗拉/2014款 1.6 自动 GL","中升车源
丰田",卡罗拉,"中升车源
丰田-卡罗拉",中,11.17,9.103,苏州,3.03,3-5万,>10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
176,curve,True,吉利汽车/博瑞/2016款 2.4 自动 舒适型,吉利汽车,博瑞,吉利汽车-博瑞,中,8.58,11.5145,苏州,1.4,1-3万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
177,curve,True,起亚/K3/2015款 1.6 手动 GL,起亚,K3,起亚-K3,中,10.0,16.8426,武汉,0.76,<1万,>10年,燃油,高里程,极端低价,True,,11.48,1.56,0.1363,1.3,1.6,1.37,1.75,False,False,0.8,105.26315789473684,brand_series,起亚-K3,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,11.48,1.5,0.1308,1.25,1.53,1.32,1.68,False,False,0.74,97.36842105263158,brand_series,起亚-K3,LightGBM,lightgbm,lightgbm,lightgbm,False,
178,curve,True,福特/福睿斯/2019款 1.5 自动 悦享型 改款 国VI,福特,福睿斯,福特-福睿斯,中,5.83,5.0899,合肥,3.5,3-5万,5-8年,燃油,低里程,中间价,True,,10.38,2.47,0.2384,2.12,2.58,2.23,2.71,False,False,1.0299999999999998,29.42857142857142,brand_series,福特-福睿斯,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,10.38,2.48,0.2389,2.12,2.58,2.23,2.72,False,False,1.02,29.142857142857142,brand_series,福特-福睿斯,LightGBM,lightgbm,lightgbm,lightgbm,False,
179,curve,True,现代/伊兰特三厢/2023款 1.5L 自动 CVT TOP旗舰版,现代,伊兰特三厢,现代-伊兰特三厢,优,2.25,0.4945,大同,8.79,5-10万,0-3年,燃油,低里程,中间价,True,,11.28,5.7,0.5053,5.74,6.24,5.97,6.5,False,False,3.089999999999999,35.15358361774743,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,11.28,5.73,0.5082,5.77,6.27,6.01,6.53,False,False,3.0599999999999987,34.812286689419786,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
180,curve,True,"中升车源
哈弗/哈弗H6/2015款 1.5T 自动 运动版豪华型前驱","中升车源
哈弗",哈弗H6,"中升车源
哈弗-哈弗H6",优,9.67,4.4867,无锡,1.36,1-3万,8-10年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
181,curve,True,宝骏/730/2014款 1.5 手动 舒适型7座,宝骏,730,宝骏-730,优,10.75,16.3421,泉州,0.53,<1万,>10年,燃油,高里程,极端低价,True,,7.48,0.79,0.1057,0.72,0.79,0.67,1.07,False,False,0.26,49.056603773584904,brand_series,宝骏-730,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,7.48,0.69,0.0926,0.62,0.68,0.56,0.96,False,False,0.15999999999999992,30.188679245283,brand_series,宝骏-730,LightGBM,lightgbm,lightgbm,lightgbm,False,
182,curve,True,"中升车源
别克/凯越/2013款 1.5 自动 经典型","中升车源
别克",凯越,"中升车源
别克-凯越",差,12.42,136.8859,南京,0.68,<1万,>10年,燃油,高里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
183,curve,True,大众/POLO两厢/2011款 1.6 自动 致尚版,大众,POLO两厢,大众-POLO两厢,差,13.83,7.947,芜湖,1.22,1-3万,>10年,燃油,低里程,中间价,True,,11.19,0.98,0.0873,0.66,0.81,0.65,1.05,False,False,0.24,19.672131147540984,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,11.19,1.01,0.0901,0.69,0.84,0.73,1.03,False,False,0.20999999999999996,17.213114754098356,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
184,curve,True,"中升车源
大众/宝来三厢/2011款 1.6 自动 舒适型","中升车源
大众",宝来三厢,"中升车源
大众-宝来三厢",优,14.25,11.1458,佛山,0.51,<1万,>10年,燃油,高里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
185,curve,True,北汽威旺/威旺M50F/2017款 1.5 手动 豪华型,北汽威旺,威旺M50F,北汽威旺-威旺M50F,差,8.67,4.4736,江门,0.77,<1万,8-10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
186,curve,True,斯柯达/明锐/2019款 1.5 自动 豪华版,斯柯达,明锐,斯柯达-明锐,中,6.83,6.2884,苏州,4.12,3-5万,5-8年,燃油,低里程,中间价,True,,10.59,2.95,0.2786,2.54,3.08,2.66,3.23,False,False,1.17,28.398058252427184,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,10.59,3.03,0.2865,2.61,3.17,2.74,3.32,False,False,1.0900000000000003,26.456310679611654,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
187,curve,True,现代/领动/2016款 1.6 自动 智炫精英型,现代,领动,现代-领动,中,9.5,13.5375,北京,2.43,1-3万,8-10年,燃油,高里程,中间价,True,,15.98,2.68,0.1676,2.3,2.79,2.41,2.93,True,True,0.25,10.288065843621398,car_type,轿车-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,15.98,2.57,0.1609,2.2,2.68,2.32,2.82,True,True,0.13999999999999968,5.76131687242797,car_type,轿车-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
188,curve,True,丰田/凯美瑞/2012款 骏瑞 2.0S 自动 耀动版,丰田,凯美瑞,丰田-凯美瑞,中,12.0,11.817,日照,2.97,1-3万,>10年,燃油,高里程,中间价,True,,19.38,2.89,0.149,2.48,3.01,2.6,3.16,True,True,0.08000000000000007,2.693602693602696,brand_series,丰田-凯美瑞,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,19.38,2.88,0.1484,2.47,3.0,2.59,3.15,True,True,0.0900000000000003,3.03030303030304,brand_series,丰田-凯美瑞,LightGBM,lightgbm,lightgbm,lightgbm,False,
189,curve,True,"中升车源
马自达/马自达3/2012款 1.6 自动 经典款特惠型","中升车源
马自达",马自达3,"中升车源
马自达-马自达3",差,13.83,11.3353,南京,1.03,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
190,curve,True,丰田/凯美瑞/2013款 2.0 自动 G舒适版,丰田,凯美瑞,丰田-凯美瑞,中,12.5,9.9538,杭州,3.19,3-5万,>10年,燃油,低里程,中间价,True,,18.98,2.82,0.1488,2.43,2.95,2.55,3.09,False,False,0.3700000000000001,11.598746081504705,brand_series,丰田-凯美瑞,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,18.98,3.27,0.172,2.82,3.41,2.95,3.57,True,True,0.08000000000000007,2.5078369905956137,brand_series,丰田-凯美瑞,LightGBM,lightgbm,lightgbm,lightgbm,False,
191,curve,True,丰田/皇冠/2018款 2.0T 自动 运动版,丰田,皇冠,丰田-皇冠,中,7.08,24.1835,济南,7.02,5-10万,5-8年,燃油,高里程,中间价,True,,30.48,10.54,0.3458,9.35,10.91,9.72,11.33,False,False,3.5199999999999996,50.14245014245014,brand_series,丰田-皇冠,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,30.48,10.47,0.3435,9.29,10.83,9.65,11.26,False,False,3.450000000000001,49.14529914529916,brand_series,丰田-皇冠,LightGBM,lightgbm,lightgbm,lightgbm,False,
192,curve,True,AITO 问界/问界M5/2022款 纯电四驱性能版,AITO 问界,问界M5,AITO 问界-问界M5,中,3.33,6.0352,西安,9.95,5-10万,3-5年,新能源,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
193,curve,True,东南/DX7/2017款 1.5T 自动 荣耀版,东南,DX7,东南-DX7,差,9.17,13.5956,海口,0.82,<1万,8-10年,燃油,高里程,极端低价,True,,13.29,1.08,0.0811,0.74,0.91,0.79,1.09,True,True,0.2600000000000001,31.70731707317075,brand_series,东南-DX7,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.29,1.01,0.0758,0.69,0.84,0.73,1.03,True,True,0.19000000000000006,23.17073170731708,brand_series,东南-DX7,LightGBM,lightgbm,lightgbm,lightgbm,False,
194,curve,True,大众/迈腾/2013款 1.8T 自动 豪华型,大众,迈腾,大众-迈腾,差,11.67,16.5243,哈尔滨,2.42,1-3万,>10年,燃油,高里程,中间价,True,,21.98,2.7,0.1228,2.0,2.42,2.1,2.59,True,True,0.28000000000000025,11.570247933884307,brand_series,大众-迈腾,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,21.98,2.67,0.1213,1.97,2.39,2.07,2.55,False,True,0.25,10.330578512396695,brand_series,大众-迈腾,LightGBM,lightgbm,lightgbm,lightgbm,False,
